Date,drawdown
2018-09-17,-0.02014690680875819
2018-09-18,-0.01870675565189872
2018-09-19,-0.020725991323058857
2018-09-20,-0.0180167223227784
2018-09-21,-0.022035726237526365
2018-09-24,-0.01640376207701677
2018-09-25,-0.013054465952573313
2018-09-26,-0.018156214690544625
2018-09-27,-0.011112454597928534
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,-0.0014309089235936545
2018-10-03,0.0
2018-10-04,-0.01818897733616498
2018-10-05,-0.033453787590494444
2018-10-08,-0.040479219190198146
2018-10-09,-0.034704805292672836
2018-10-10,-0.08614867679434579
2018-10-11,-0.10383855327233005
2018-10-12,-0.07465757413023266
2018-10-15,-0.09587485067315693
2018-10-16,-0.0692083749313469
2018-10-17,-0.07342032007532062
2018-10-18,-0.09032834853498062
2018-10-19,-0.09673437259709972
2018-10-22,-0.09235697181905378
2018-10-23,-0.10477138429460442
2018-10-24,-0.15483558313867507
2018-10-25,-0.12575174311006798
2018-10-26,-0.1461399870180644
2018-10-29,-0.17176444319001072
2018-10-30,-0.14939380307085537
2018-10-31,-0.12739231147099517
2018-11-01,-0.11617909515534286
2018-11-02,-0.13541192673167013
2018-11-05,-0.14090758330832465
2018-11-06,-0.1375448195095358
2018-11-07,-0.11544037735532142
2018-11-08,-0.12524924085522182
2018-11-09,-0.13630201833712474
2018-11-12,-0.1745578612348221
2018-11-13,-0.16650950391990538
2018-11-14,-0.17911405399820568
2018-11-15,-0.16217127752355764
2018-11-16,-0.20086406663331613
2018-11-19,-0.24477636609863362
2018-11-20,-0.25724226645690507
2018-11-21,-0.2598065561529912
2018-11-23,-0.26550864379494543
2018-11-26,-0.24422049071894403
2018-11-27,-0.24197458798499283
2018-11-28,-0.2159393330783015
2018-11-29,-0.22267816505321292
2018-11-30,-0.21396424934469005
2018-12-03,-0.19472355930353347
2018-12-04,-0.23284930999065667
2018-12-06,-0.2326754451144536
2018-12-07,-0.26538600158374015
2018-12-10,-0.25382882309302424
2018-12-11,-0.2576940880548657
2018-12-12,-0.25452284538003467
2018-12-13,-0.25193973597799313
2018-12-14,-0.2705342821659069
2018-12-17,-0.28494412907595634
2018-12-18,-0.2768308368089849
2018-12-19,-0.29645682006842433
2018-12-20,-0.3119605021736783
2018-12-21,-0.33518427949102825
2018-12-24,-0.35430315857017225
2018-12-26,-0.3172233705392259
2018-12-27,-0.3184733906672911
2018-12-28,-0.31675014297532356
2018-12-31,-0.3118133691111542
2019-01-02,-0.30873204052360936
2019-01-03,-0.3482859381384328
2019-01-04,-0.31858255877140307
2019-01-07,-0.3086190920158973
2019-01-08,-0.3068475801503123
2019-01-09,-0.297286203300663
2019-01-10,-0.2940042595903748
2019-01-11,-0.2927240358593671
2019-01-14,-0.2958772862423241
2019-01-15,-0.28593994267250145
2019-01-16,-0.2839441188622933
2019-01-17,-0.2768479510937484
2019-01-18,-0.26455469088947736
2019-01-22,-0.2845458027496488
2019-01-23,-0.28109113965759613
2019-01-24,-0.2732777642828823
2019-01-25,-0.2615326579134106
2019-01-28,-0.2957617354829227
2019-01-29,-0.3098256222731349
2019-01-30,-0.2826094464817275
2019-01-31,-0.2749563582157247
2019-02-01,-0.276437185944046
2019-02-04,-0.25948857307277196
2019-02-05,-0.25204711396009727
2019-02-06,-0.25055121578208994
2019-02-07,-0.26423708871919094
2019-02-08,-0.2621655672330321
2019-02-11,-0.266015523043192
2019-02-12,-0.2534386160974563
2019-02-13,-0.25165103232929165
2019-02-14,-0.24922012491343692
2019-02-15,-0.24191803119978594
2019-02-19,-0.24195661593396156
2019-02-20,-0.2390504704463604
2019-02-21,-0.24019825463226097
2019-02-22,-0.23010051256830366
2019-02-25,-0.22797478077344402
2019-02-26,-0.22861848941753082
2019-02-27,-0.2305170556843611
2019-02-28,-0.23424808337435532
2019-03-01,-0.22750359721553493
2019-03-04,-0.22729544473665353
2019-03-05,-0.22919686033105402
2019-03-06,-0.2369767552047779
2019-03-07,-0.24666861014814012
2019-03-08,-0.24466066278031007
2019-03-11,-0.2188640231770591
2019-03-12,-0.21291913409866747
2019-03-13,-0.20198437738339392
2019-03-14,-0.20340345079612343
2019-03-15,-0.19251942718665582
2019-03-18,-0.18789283730302564
2019-03-19,-0.18135454206814372
2019-03-20,-0.1819486618587839
2019-03-21,-0.15671743548060746
2019-03-22,-0.17837301422391028
2019-03-25,-0.1843092470791552
2019-03-26,-0.18088568511401848
2019-03-27,-0.18254407862111166
2019-03-28,-0.1803536099345192
2019-03-29,-0.17331878522540523
2019-04-01,-0.1644923777038969
2019-04-02,-0.16025404628974682
2019-04-03,-0.15077009424800536
2019-04-04,-0.15132606491697553
2019-04-05,-0.144935953076194
2019-04-08,-0.14042572248449192
2019-04-09,-0.1461967609031578
2019-04-10,-0.13947348130060067
2019-04-11,-0.14170913451871958
2019-04-12,-0.14096666096025323
2019-04-15,-0.1466285007486089
2019-04-16,-0.1429451413342382
2019-04-17,-0.13862074335751973
2019-04-18,-0.13575477032729288
2019-04-22,-0.13167575680072596
2019-04-23,-0.12117757900459347
2019-04-24,-0.1221838656585994
2019-04-25,-0.12211531286579891
2019-04-26,-0.1315008763221477
2019-04-29,-0.12952557037114065
2019-04-30,-0.13024130276718093
2019-05-01,-0.12667650616492032
2019-05-02,-0.12817782187443827
2019-05-03,-0.11897980752214254
2019-05-06,-0.1284375643637623
2019-05-07,-0.15090207357248586
2019-05-08,-0.15018123433317865
2019-05-09,-0.1577430655603812
2019-05-10,-0.15861008297175538
2019-05-13,-0.19624245161065912
2019-05-14,-0.18454001101597095
2019-05-15,-0.18118960415709873
2019-05-16,-0.17475100252678366
2019-05-17,-0.18341400424772558
2019-05-20,-0.20055547150513386
2019-05-21,-0.18958007274053612
2019-05-22,-0.19694018482849107
2019-05-23,-0.2117644349372223
2019-05-24,-0.21490673557716455
2019-05-28,-0.22015495118520723
2019-05-29,-0.22840437089464172
2019-05-30,-0.22714250406499614
2019-05-31,-0.2416096695135067
2019-06-03,-0.2523650767008746
2019-06-04,-0.2240708724059548
2019-06-05,-0.21747827281707344
2019-06-06,-0.20685764175168309
2019-06-07,-0.1918394474103845
2019-06-10,-0.18248390702179296
2019-06-11,-0.17778272756074887
2019-06-12,-0.1860522498577437
2019-06-13,-0.18112852011263403
2019-06-14,-0.18770649919215787
2019-06-17,-0.18526225668589524
2019-06-18,-0.1641575676811704
2019-06-19,-0.16315245104105802
2019-06-20,-0.15622025042878873
2019-06-21,-0.16044444821002835
2019-06-24,-0.15843423517384714
2019-06-25,-0.17210349008262393
2019-06-26,-0.15674079132819196
2019-06-27,-0.1505211833174137
2019-06-28,-0.15037893129657487
2019-07-01,-0.13939490100126362
2019-07-02,-0.14131971082404715
2019-07-03,-0.13577273597305162
2019-07-05,-0.1402104317588413
2019-07-08,-0.15011887366092425
2019-07-09,-0.1492042401048186
2019-07-10,-0.14025541716952783
2019-07-11,-0.1322729690984893
2019-07-12,-0.12713334205886484
2019-07-15,-0.12546318715226445
2019-07-16,-0.13005942755956912
2019-07-17,-0.13066312343006414
2019-07-18,-0.12657380571787757
2019-07-19,-0.13299850072433972
2019-07-22,-0.12104132021372427
2019-07-23,-0.11090649334323321
2019-07-24,-0.1040110323372796
2019-07-25,-0.11442672860003589
2019-07-26,-0.10822333703670461
2019-07-29,-0.1073657240272049
2019-07-30,-0.10914979002348735
2019-07-31,-0.12238260017980129
2019-08-01,-0.13123611749277853
2019-08-02,-0.14432344944936637
2019-08-05,-0.184081988909791
2019-08-06,-0.17152577170309258
2019-08-07,-0.16628138852350383
2019-08-08,-0.14635902595275252
2019-08-09,-0.1569782866621482
2019-08-12,-0.16681943183657233
2019-08-13,-0.14446701995926714
2019-08-14,-0.17224661347256065
2019-08-15,-0.17499842624939133
2019-08-16,-0.14898041010153695
2019-08-19,-0.12451050270844455
2019-08-20,-0.13177149937075516
2019-08-21,-0.1209650320195872
2019-08-22,-0.12250335346701946
2019-08-23,-0.15757802245623787
2019-08-26,-0.14420350922029412
2019-08-27,-0.1517877215493919
2019-08-28,-0.149714725491629
2019-08-29,-0.1319832243339173
2019-08-30,-0.13210725189686112
2019-09-03,-0.14381620439444442
2019-09-04,-0.12940978602608
2019-09-05,-0.10490241284140123
2019-09-06,-0.10763509196731824
2019-09-09,-0.1068229843411751
2019-09-10,-0.10331251501657512
2019-09-11,-0.09323866907986078
2019-09-12,-0.09071648348087402
2019-09-13,-0.09855691770243769
2019-09-16,-0.10185613164591989
2019-09-17,-0.09766485203339947
2019-09-18,-0.09493830896243316
2019-09-19,-0.09652630005371143
2019-09-20,-0.10903863276126824
2019-09-23,-0.10580417828891964
2019-09-24,-0.11444966056945105
2019-09-25,-0.09939903675995743
2019-09-26,-0.10186930978040698
2019-09-27,-0.11428735703212023
2019-09-30,-0.1030735185096272
2019-10-01,-0.10841052634506976
2019-10-02,-0.12324581450546968
2019-10-03,-0.10673285450010872
2019-10-04,-0.09375088360944872
2019-10-07,-0.09340741933809016
2019-10-08,-0.11093660376406012
2019-10-09,-0.09775288928727932
2019-10-10,-0.08893640058930663
2019-10-11,-0.07600658144187922
2019-10-14,-0.07614208150671953
2019-10-15,-0.05921299681176895
2019-10-16,-0.06507903450795782
2019-10-17,-0.0645904040328188
2019-10-18,-0.07296334158828577
2019-10-21,-0.05907815366255065
2019-10-22,-0.06439360403353844
2019-10-23,-0.059731375229148065
2019-10-24,-0.052258518557967704
2019-10-25,-0.037988464721587234
2019-10-28,-0.025766812606996425
2019-10-29,-0.03844767097179358
2019-10-30,-0.03466913795922111
2019-10-31,-0.03436079714265483
2019-11-01,-0.022911875445712715
2019-11-04,-0.009570936956480924
2019-11-05,-0.011404364179658733
2019-11-06,-0.01427337054599409
2019-11-07,-0.009397249036838806
2019-11-08,-0.005875572009237495
2019-11-11,-0.003657121039246314
2019-11-12,-2.4136843688404852e-05
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,-0.005852349137209667
2019-11-20,-0.00633730358473561
2019-11-21,-0.009264979915483251
2019-11-22,-0.007914869190544738
2019-11-25,0.0
2019-11-26,-0.0048786957695311495
2019-11-27,0.0
2019-11-29,-0.004752053054873251
2019-12-02,-0.021544722341112044
2019-12-03,-0.02985037496548748
2019-12-04,-0.02330454591433706
2019-12-05,-0.01997355318566496
2019-12-06,-0.0061088191226496
2019-12-09,-0.01103390583992958
2019-12-10,-0.00814471524469318
2019-12-11,-0.0005389644087081535
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,-1.1735422356995429e-05
2019-12-26,0.0
2019-12-27,-0.0021371292664332797
2019-12-30,-0.009037809273525266
2019-12-31,-0.003302665695821383
2020-01-02,0.0
2020-01-03,-0.011508984059460992
2020-01-06,-0.006934553733647486
2020-01-07,-0.008090400747453708
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,-0.010254605039472509
2020-01-15,-0.010878271510004756
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-0.004436572151430451
2020-01-22,-0.002549686879364299
2020-01-23,0.0
2020-01-24,-0.007850901424669154
2020-01-27,-0.033839709975167276
2020-01-28,-0.0122064035210796
2020-01-29,-0.005905792695734657
2020-01-30,0.0
2020-01-31,-0.02936302993087825
2020-02-03,-0.01841930612773912
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,-0.007033048033999845
2020-02-10,0.0
2020-02-11,-0.0021543474858747302
2020-02-12,0.0
2020-02-13,-0.005030396648924018
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-0.012266821034587871
2020-02-21,-0.040397978541689694
2020-02-24,-0.08832698641711967
2020-02-25,-0.11655041695049662
2020-02-26,-0.10647546885617964
2020-02-27,-0.16095660875445483
2020-02-28,-0.14291667206845926
2020-03-02,-0.09596789230290192
2020-03-03,-0.12971218813974628
2020-03-04,-0.08831748940732898
2020-03-05,-0.11850141407574588
2020-03-06,-0.13736550599640907
2020-03-09,-0.20518576990110782
2020-03-10,-0.15592361945107913
2020-03-11,-0.19586338071619147
2020-03-12,-0.28325614781767783
2020-03-13,-0.20521456698817053
2020-03-16,-0.3278156648424546
2020-03-17,-0.2814810517738612
2020-03-18,-0.3153545419601408
2020-03-19,-0.3051562664692635
2020-03-20,-0.3368433128725933
2020-03-23,-0.3408594587503949
2020-03-24,-0.2703848215231769
2020-03-25,-0.2730613401699593
2020-03-26,-0.2340010623140879
2020-03-27,-0.2593053184961921
2020-03-30,-0.22639871671871525
2020-03-31,-0.23421854916955254
2020-04-01,-0.2758269855338745
2020-04-02,-0.2559819136159982
2020-04-03,-0.27171675352344304
2020-04-06,-0.21417180173181294
2020-04-07,-0.22536875878929763
2020-04-08,-0.20631495309439907
2020-04-09,-0.20487530243480467
2020-04-13,-0.19724078892791452
2020-04-14,-0.16160524912465524
2020-04-15,-0.17254473180735974
2020-04-16,-0.1538279060729525
2020-04-17,-0.1509383940610982
2020-04-20,-0.16727495227492883
2020-04-21,-0.2021493650889039
2020-04-22,-0.17349455126211522
2020-04-23,-0.1783786265056162
2020-04-24,-0.16197626325216885
2020-04-27,-0.1540801453135182
2020-04-28,-0.16783810958375678
2020-04-29,-0.1415977471564831
2020-04-30,-0.14147301533199952
2020-05-01,-0.16343757706073192
2020-05-04,-0.14866822604191854
2020-05-05,-0.13948476068393978
2020-05-06,-0.13368570932447943
2020-05-07,-0.12251606216071798
2020-05-08,-0.10704655309174749
2020-05-11,-0.0939242719379787
2020-05-12,-0.11378798763427633
2020-05-13,-0.12444853459299432
2020-05-14,-0.11261953155097537
2020-05-15,-0.09734560700609152
2020-05-18,-0.07637970183988263
2020-05-19,-0.08025240446098536
2020-05-20,-0.06452668366145309
2020-05-21,-0.07585658379433924
2020-05-22,-0.06731906368607254
2020-05-26,-0.07663547611716293
2020-05-27,-0.07707192989457434
2020-05-28,-0.07895495229756044
2020-05-29,-0.065512827081049
2020-06-01,-0.06408107508676575
2020-06-02,-0.057919874509796854
2020-06-03,-0.05443310075326713
2020-06-04,-0.0602049257744961
2020-06-05,-0.038148877414799776
2020-06-08,-0.035477002204530095
2020-06-09,-0.021437463549039304
2020-06-10,0.0
2020-06-11,-0.05665332473806728
2020-06-12,-0.04633966516590371
2020-06-15,-0.033320919094297574
2020-06-16,-0.019330210726040242
2020-06-17,-0.015358012914736818
2020-06-18,-0.013023315244750089
2020-06-19,-0.016171560895779535
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,-0.021743318973094117
2020-06-25,-0.006190777717511753
2020-06-26,-0.03386903360249427
2020-06-29,-0.021075332261150992
2020-06-30,-0.0019567575288862438
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,-0.005468394288809075
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-0.02157425548006231
2020-07-14,-0.005125359388473472
2020-07-15,-0.005131768908592904
2020-07-16,-0.016266429696583096
2020-07-17,-0.0156949763534997
2020-07-20,0.0
2020-07-21,-0.010706087485285343
2020-07-22,-0.002453387149417452
2020-07-23,-0.03564811698893233
2020-07-24,-0.03774811354514929
2020-07-27,-0.022039197414954748
2020-07-28,-0.03473056467597391
2020-07-29,-0.018939803861582782
2020-07-30,-0.013603086470563741
2020-07-31,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,-0.013100256140006428
2020-08-10,-0.014526022073317879
2020-08-11,-0.036886840190783254
2020-08-12,-0.006144425315965818
2020-08-13,-0.0027582895602273894
2020-08-14,-0.00011191229319884588
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,-0.004756030791684074
2020-08-20,0.0
2020-08-21,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,-0.06994536841573928
2020-09-04,-0.08211322187645043
2020-09-08,-0.13049366286975295
2020-09-09,-0.09451336147665823
2020-09-10,-0.11972067313861923
2020-09-11,-0.12660557229166047
2020-09-14,-0.10347439289658267
2020-09-15,-0.09628989196449977
2020-09-16,-0.1164721759518711
2020-09-17,-0.12519721770016512
2020-09-18,-0.14237861091056958
2020-09-21,-0.1303915255689343
2020-09-22,-0.11753961141241098
2020-09-23,-0.14871704814098619
2020-09-24,-0.13933487161326585
2020-09-25,-0.11414020357653754
2020-09-28,-0.10079154919325362
2020-09-29,-0.10281331106079705
2020-09-30,-0.08935519453946905
2020-10-01,-0.0822769911988872
2020-10-02,-0.10836715218111093
2020-10-05,-0.083516314342583
2020-10-06,-0.09680895947010948
2020-10-07,-0.08114622143656691
2020-10-08,-0.08058906310042613
2020-10-09,-0.07020843329177306
2020-10-12,-0.03854373848512371
2020-10-13,-0.044624352227637054
2020-10-14,-0.05068412577964432
2020-10-15,-0.05533082156620872
2020-10-16,-0.06149810748957463
2020-10-19,-0.08243842859274086
2020-10-20,-0.07555780645900123
2020-10-21,-0.0791506966806671
2020-10-22,-0.08281609615018659
2020-10-23,-0.07812330211518426
2020-10-26,-0.0967951905062312
2020-10-27,-0.08682336646506028
2020-10-28,-0.13070318290874672
2020-10-29,-0.11169509970935143
2020-10-30,-0.13779526567829214
2020-11-02,-0.13491767010793365
2020-11-03,-0.11608473525789709
2020-11-04,-0.07916961298926561
2020-11-05,-0.053443533829198864
2020-11-06,-0.04668682511108302
2020-11-09,-0.07001500489818879
2020-11-10,-0.09421491092633871
2020-11-11,-0.06869068580768312
2020-11-12,-0.07203164725980493
2020-11-13,-0.07036582559084903
2020-11-16,-0.06090951547255463
2020-11-17,-0.06859242447813751
2020-11-18,-0.07705690549927535
2020-11-19,-0.07324038034744251
2020-11-20,-0.08576764320022523
2020-11-23,-0.09069644734702376
2020-11-24,-0.08359569393045108
2020-11-25,-0.07738816719391883
2020-11-27,-0.07371267704709394
2020-11-30,-0.06872007391242552
2020-12-01,-0.05700262487793317
2020-12-02,-0.054029878524720076
2020-12-03,-0.05814483469337284
2020-12-04,-0.05448306823270421
2020-12-07,-0.05131968100092643
2020-12-08,-0.05204431709624957
2020-12-09,-0.07141224984791927
2020-12-10,-0.06938491233455424
2020-12-11,-0.0674874166287106
2020-12-14,-0.06347652792319958
2020-12-15,-0.04805689846387895
2020-12-16,-0.044269237999390865
2020-12-17,-0.039351210947950466
2020-12-18,-0.04630933469692966
2020-12-21,-0.038822840267246916
2020-12-22,-0.03200605123908018
2020-12-23,-0.041611956658481164
2020-12-24,-0.03725832433066867
2020-12-28,-0.026108332196569717
2020-12-29,-0.02990017922811372
2020-12-30,-0.03055355489287903
2020-12-31,-0.0320704587886822
2021-01-04,-0.04556395499510679
2021-01-05,-0.035522560646295
2021-01-06,-0.06332701705196642
2021-01-07,-0.03228065185081619
2021-01-08,-0.028579615229585964
2021-01-11,-0.032076190812998506
2021-01-12,-0.03766984992408451
2021-01-13,-0.030740014366628543
2021-01-14,-0.04504121551819751
2021-01-15,-0.05674822757705544
2021-01-19,-0.04644163721200034
2021-01-20,-0.020760710086505596
2021-01-21,-0.00201558255396983
2021-01-22,-0.0006415825645812445
2021-01-25,0.0
2021-01-26,-0.0009637512319983221
2021-01-27,-0.018268695235748034
2021-01-28,-0.016114838550981947
2021-01-29,-0.03890946443644061
2021-02-01,-0.018639146639603976
2021-02-02,-0.007932027408154796
2021-02-03,-0.006566593486678984
2021-02-04,0.0
2021-02-05,-0.0009413778482367796
2021-02-08,0.0
2021-02-09,-0.00353591497630934
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,-0.0026049208548820646
2021-02-16,-0.0021103583286636862
2021-02-17,-0.01241008216526307
2021-02-18,-0.01729824030326521
2021-02-19,-0.01867815737865408
2021-02-22,-0.04422563125964152
2021-02-23,-0.04905248845567989
2021-02-24,-0.04018458597869057
2021-02-25,-0.08086525109399978
2021-02-26,-0.07124079894859736
2021-03-01,-0.04684426412356768
2021-03-02,-0.06446793691508323
2021-03-03,-0.09051097328216295
2021-03-04,-0.10564626005351785
2021-03-05,-0.09278730946727254
2021-03-08,-0.12411433364058055
2021-03-09,-0.0892966132527585
2021-03-10,-0.09225634293543927
2021-03-11,-0.07233556079705628
2021-03-12,-0.07761947531704583
2021-03-15,-0.06566174499814481
2021-03-16,-0.058367444278892844
2021-03-17,-0.05887010422606698
2021-03-18,-0.08796572102842981
2021-03-19,-0.08757961990523888
2021-03-22,-0.06790639910483409
2021-03-23,-0.07184382382366994
2021-03-24,-0.08751320309539368
2021-03-25,-0.09028113573036134
2021-03-26,-0.07601253943726083
2021-03-29,-0.07504801213162138
2021-03-30,-0.08324505317101372
2021-03-31,-0.06588326485329743
2021-04-01,-0.047355883805028864
2021-04-05,-0.028886516900308856
2021-04-06,-0.031812058747141325
2021-04-07,-0.021453642242737936
2021-04-08,-0.009394078063030276
2021-04-09,0.0
2021-04-12,0.0
2021-04-13,0.0
2021-04-14,-0.014680826665208424
2021-04-15,0.0
2021-04-16,-0.002113085189947461
2021-04-19,-0.01278898447987109
2021-04-20,-0.021327563981157094
2021-04-21,-0.013086341817431513
2021-04-22,-0.029835310503599555
2021-04-23,-0.012473805504358948
2021-04-26,-0.007429988133252352
2021-04-27,-0.009241808340037294
2021-04-28,-0.019614075200813375
2021-04-29,-0.019453473029755308
2021-04-30,-0.03022351820357838
2021-05-03,-0.030831923745031076
2021-05-04,-0.053068854628203765
2021-05-05,-0.05203419483426852
2021-05-06,-0.04296546495186171
2021-05-07,-0.03263935160013709
2021-05-10,-0.05557164077152754
2021-05-11,-0.05968428099808065
2021-05-12,-0.08685263267215204
2021-05-13,-0.07780732401046841
2021-05-14,-0.055410231134568
2021-05-17,-0.0623403177584968
2021-05-18,-0.07152754853209675
2021-05-19,-0.07103445281957033
2021-05-20,-0.05167577496572673
2021-05-21,-0.05058594771611369
2021-05-24,-0.030047027067562904
2021-05-25,-0.029505672566202512
2021-05-26,-0.02853323316820533
2021-05-27,-0.03684668108123301
2021-05-28,-0.02586754099484978
2021-06-01,-0.02866250835368478
2021-06-02,-0.019307807944403677
2021-06-03,-0.02201659158629765
